Ticker,Close,CCI_20,SMA_20,Yearly_Low,Monthly_Low,Weekly_Low,%_From_Y_Low,%_From_M_Low,%_From_W_Low,Near_Y_Low,Near_M_Low,Near_W_Low,CCI_History
BATAINDIA.NS,665.8,-140.28,692.28,605.0,653.9,653.9,10.05,1.82,1.82,False,True,True,-23.6|-58.1|-101.5|-132.2|-124.3|-97.9|-118.5|-176.9|-134.5|-140.7|-99.5|-96.1|-60.0|-42.6|-46.3|-65.0|-179.1|-151.0|-147.9|-140.3
CHOLAHLDNG.NS,1456.6,-201.19,1640.33,1305.0,1441.1,1441.1,11.62,1.08,1.08,False,True,True,216.5|198.7|150.6|89.4|63.5|39.3|19.4|-2.1|21.7|-17.9|-35.3|-59.3|-34.4|-18.6|-46.5|-52.4|-117.6|-176.8|-202.1|-201.2
INFY.NS,1222.6,152.84,1169.89,1089.0,1089.0,1153.6,12.27,12.27,5.98,False,False,False,-73.1|-58.7|-48.8|-83.7|-94.6|-128.0|-111.3|-87.9|42.5|90.4|79.4|54.7|32.0|20.8|-11.0|-11.0|41.7|112.8|265.0|152.8
TECHM.NS,1472.3,88.37,1445.24,1304.1,1327.3,1455.6,12.9,10.92,1.15,False,False,True,2.0|11.7|12.5|-109.6|-142.9|-174.1|-116.9|-38.7|78.4|36.6|-2.3|-25.7|-1.3|32.8|53.0|40.9|94.5|191.2|226.8|88.4
LTFOODS.NS,380.95,-165.04,406.58,332.26,377.0,377.0,14.66,1.05,1.05,False,True,True,61.3|88.6|73.9|-43.9|-176.0|-130.3|-118.2|-162.4|-177.2|-100.9|-120.0|-108.0|-123.3|-80.0|-38.9|-55.2|-107.9|-171.0|-142.2|-165.0
DMART.NS,4168.4,-51.42,4214.25,3600.0,3988.8,3988.8,15.79,4.5,4.5,False,True,True,-80.6|-71.6|-84.3|-112.5|-108.9|-108.2|-82.8|-111.0|-137.3|-184.0|-161.8|-164.1|-153.7|-142.0|-114.4|-94.8|-112.7|-98.2|-104.1|-51.4
INDIGO.NS,4512.1,58.56,4397.66,3895.2,4146.3,4381.2,15.84,8.82,2.99,False,False,True,-2.9|3.9|-96.8|-134.0|-122.1|-92.4|-58.9|-75.4|-72.1|-74.0|12.6|47.3|90.5|85.9|117.3|125.5|44.8|76.5|31.6|58.6
PIDILITIND.NS,1469.2,-18.45,1465.37,1259.0,1373.0,1430.0,16.7,7.01,2.74,False,False,True,179.7|239.8|128.1|134.5|115.1|148.1|121.1|52.8|69.3|51.0|82.4|77.9|92.7|70.1|73.6|73.8|76.6|18.2|-56.6|-18.5
NATCOPHARM.NS,934.5,-219.89,1131.18,786.24,885.4,885.4,18.86,5.55,5.55,False,False,False,214.8|230.9|196.4|172.3|116.2|116.4|120.6|53.5|16.5|19.3|53.5|49.0|34.5|59.5|58.7|34.8|-265.3|-394.5|-293.2|-219.9
TATAPOWER.NS,411.75,-47.39,417.57,342.5,390.8,407.25,20.22,5.36,1.1,False,False,True,41.5|12.0|-26.6|-120.5|-254.7|-196.7|-164.2|-164.8|-96.1|-80.7|-74.8|-76.7|-57.2|-20.4|6.7|15.1|16.3|-5.0|-38.3|-47.4
TNPL.NS,147.09,-109.13,150.55,121.51,144.15,145.0,21.05,2.04,1.44,False,True,True,120.1|92.4|89.4|55.7|31.1|22.2|-9.9|-57.9|-23.4|-15.5|-14.6|-41.6|-38.4|-66.8|-65.6|-57.5|-72.2|-96.7|-102.2|-109.1
COCHINSHIP.NS,1455.7,-89.87,1565.7,1187.0,1409.0,1409.0,22.64,3.31,3.31,False,True,True,111.4|103.0|56.3|-9.8|-19.5|-36.2|-71.2|-166.5|-166.9|-159.8|-115.2|-101.2|-88.9|-83.9|-75.8|-72.0|-91.1|-107.1|-95.5|-89.9
IDFCFIRSTB.NS,71.78,84.65,69.62,58.08,66.16,69.53,23.59,8.49,3.24,False,False,True,106.7|130.1|60.2|-49.1|-39.9|-57.6|-103.4|-127.7|-66.7|-81.2|-42.9|-21.6|42.5|71.4|159.7|149.3|139.4|103.1|80.8|84.6
TITAN.NS,4088.8,-79.46,4141.04,3303.1,3985.1,3986.0,23.79,2.6,2.58,False,True,True,-201.1|15.5|-237.1|-295.6|-254.6|-169.5|-110.4|-108.9|-103.1|-103.3|-89.3|-86.3|-49.6|-57.7|-46.3|-38.3|-58.5|-93.7|-90.1|-79.5
KPITTECH.NS,774.25,83.65,747.57,624.9,690.45,764.35,23.9,12.14,1.3,False,False,True,-51.3|-72.0|-51.3|-117.2|-129.9|-135.2|-104.9|-120.4|8.7|68.1|58.6|62.9|81.9|126.2|109.6|84.8|93.5|121.1|153.3|83.7
TVSMOTOR.NS,3316.9,-81.13,3442.17,2645.85,3228.0,3291.6,25.36,2.75,0.77,False,True,True,25.5|30.5|7.5|-29.0|-35.4|-96.4|-92.7|-190.1|-218.3|-156.9|-100.8|-62.5|-21.4|-27.1|-57.4|-68.4|-66.8|-69.3|-75.6|-81.1
ASIANPAINT.NS,2662.4,59.19,2618.76,2115.0,2440.4,2607.9,25.88,9.1,2.09,False,False,True,97.0|141.7|132.9|48.6|164.5|175.1|128.9|94.8|105.7|72.6|85.8|97.1|113.7|90.2|102.4|103.1|112.7|102.7|54.4|59.2
BIOCON.NS,412.45,-12.67,416.65,327.16,359.2,410.35,26.07,14.82,0.51,False,False,True,233.3|239.5|210.2|181.6|220.4|223.3|197.9|183.5|152.5|137.7|123.1|107.5|86.7|81.4|86.4|75.0|64.1|51.4|12.6|-12.7
SBIN.NS,970.45,-28.06,966.24,767.86,933.9,937.2,26.38,3.91,3.55,False,True,True,51.6|-156.4|-299.0|-267.7|-206.7|-153.4|-120.9|-128.9|-104.6|-93.2|-76.2|-69.7|-45.7|-36.7|-31.8|-31.5|-30.5|-43.1|-54.9|-28.1
INDUSINDBK.NS,899.95,-63.85,912.26,710.6,870.2,884.05,26.65,3.42,1.8,False,True,True,131.4|126.1|76.7|21.5|4.8|14.4|-18.0|-45.5|-23.0|-40.2|-17.2|-0.9|70.3|73.0|80.3|68.1|23.3|-28.4|-33.9|-63.8
LOVABLE.NS,69.72,-155.32,72.18,55.0,68.5,68.5,26.76,1.78,1.78,False,True,True,16.6|22.5|22.6|-9.4|-60.5|-48.0|-53.6|-76.1|-133.9|-107.9|-84.1|-89.5|-81.4|-60.1|-61.5|-44.0|1.6|-65.7|-184.0|-155.3
BERGEPAINT.NS,496.05,-71.54,509.72,391.1,470.3,494.0,26.83,5.48,0.41,False,False,True,172.7|286.8|181.8|91.5|208.8|221.7|187.1|121.4|83.3|51.9|53.8|26.7|38.0|57.5|85.1|99.0|15.0|21.5|0.5|-71.5
SONATSOFTW.NS,267.35,-27.44,271.08,207.15,252.3,261.1,29.06,5.97,2.39,False,False,True,70.3|204.4|194.9|84.5|2.7|-26.4|-6.2|-83.0|-14.3|-18.0|16.6|10.5|42.2|27.9|-14.6|-39.4|-36.4|-30.2|77.5|-27.4
